product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price
P483071,Big Sky Eau de Parfum,6485,ABBOTT,966,4.625,8,1.7 oz / 50 mL,Size + Concentration + Formulation,1.7 oz / 50 mL eau de parfum spray,,"['Water, Denatured ethyl alcohol, Fragrance, 1-(2,2,6-trimethylcyclohexyl)hexan-3-ol, 4-(1-ethoxyethenyl)-3,3,5,5-tetramethylcyclohexan-1-one, Cedrus atlantica wood oil, Dihydro pentamethylindanone, Dipropylene glycol, Ethylene brassylate, Tetramethyl acetyloctahydronaphthalenes.']",84,,,0,0,0,0,0,"['Clean + Planet Positive', 'Vegan', 'Cruelty-Free', 'Woody & Earthy Scent', 'Without Parabens', 'Without Phthalates']",Fragrance,Women,Perfume,2,29,28
P483110,Montecito Perfume Travel Spray,6485,ABBOTT,897,3.7143,7,0.33 oz / 10 mL eau de parfum spray,Size + Concentration + Formulation,0.33 oz / 10 mL eau de parfum spray,,,29,,,0,0,1,0,0,"['Vegan', 'Woody & Earthy Scent', 'Clean + Planet Positive', 'Without Phthalates', 'Without Parabens', 'Cruelty-Free']",Fragrance,Women,Rollerballs & Travel Size,0,,
P483109,Montecito Perfume,6485,ABBOTT,828,4.1111,9,1.7 oz / 50 mL,Size + Concentration + Formulation,1.7 oz / 50 mL eau de parfum spray,,"['Water, Denatured ethyl alcohol, Fragrance, (10z)-1-oxacycloheptadec-10-en-2-one, (3r,3as,6s,7r,8as)-6-methoxy-3,6,8,8-tetramethyloctahydro-1h-3a,7-methanoazulene, 1-(2,2,6-trimethylcyclohexyl)hexan-3-ol, 4-(1-ethoxyethenyl)-3,3,5,5-tetramethylcyclohexan-1-one, 6,6-dimethoxy-2,5,5-trimethylhex-2-ene, Citrus aurantium bergamia (bergamot) peel oil, Citrus nobilis (mandarin orange) peel oil, Citrus paradisi (grapefruit) peel oil, Dihydro pentamethylindanone, Dipropylene glycol, Ethylene brassylate, Limonene, Linalyl acetate, Methyldihydrojasmonate, Methylenedioxyphenyl methylpropanal, Tetramethyl acetyloctahydronaphthalenes.']",84,,,0,0,1,0,0,"['Clean + Planet Positive', 'Vegan', 'Cruelty-Free', 'Woody & Earthy Scent', 'Without Parabens', 'Without Phthalates']",Fragrance,Women,Perfume,1,29,29
P483107,Mojave Perfume,6485,ABBOTT,825,4.0909,11,1.7 oz / 50 mL,Size + Concentration + Formulation,1.7 oz / 50 mL eau de parfum spray,,"['Water, Denatured ethyl alcohol, Fragrance, (3r,3as,6s,7r,8as)-6-methoxy-3,6,8,8-tetramethyloctahydro-1h-3a,7-methanoazulene, 1-(2,2,6-trimethylcyclohexyl)hexan-3-ol, 6,6-dimethoxy-2,5,5-trimethylhex-2-ene, Boswellia carterii oil, Canarium luzonicum gum nonvolatiles, Citrus aurantium bergamia (bergamot) peel oil, Citrus limon (lemon) peel oil, Dipropylene glycol, Ethylene brassylate, Juniperus virginiana wood oil, methyldihydrojasmonate, Piper nigrum (pepper) fruit oil, Tetramethyl acetyloctahydronaphthalenes Dihydro pentamethylindanone, Dipropylene glycol, Ethylene brassylate, Limonene, Linalyl acetate, Methyldihydrojasmonate, Methylenedioxyphenyl methylpropanal, Tetramethyl acetyloctahydronaphthalenes.']",84,,,0,0,1,0,0,"['Woody & Earthy Scent', 'Clean + Planet Positive', 'Vegan', 'Cruelty-Free', 'Without Parabens', 'Without Phthalates']",Fragrance,Women,Perfume,1,29,29
P443401,Blu Mediterraneo Mini Eau de Toilette Set,5847,Acqua di Parma,7290,3.3333,12,5 x 0.16oz/5mL,Size,5 x 0.16oz/5mL,,"['Arancia di Capri Eau de Toilette:', 'Alcohol Denat., Water, Fragrance, Limonene, Linalool, Ethylhexyl Methoxycinnamate, Citral, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, BHT, Geraniol, Benzyl Alcohol, Citronellol, Tocopherol.', 'Bergamotto di Calabria Eau de Toilette:', 'Alcohol Denat., Fragrance, Water, Limonene, Ethylhexyl Methoxycinnamate, Linalool, Citral, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Alpha-Isomethyl Ionone, Bht, Citronellol, Geraniol.', 'Fico di Amalfi Eau de Toilette:', 'Alcohol Denat., Fragrance, Water, Limonene, Ethylhexyl Methoxycinnamate, Linalool, Alpha-Isomethyl Ionone, Hexyl Cinnamal, Butyl Methoxydibenzoylmethane, Ethylhexylsalicylate, Bht, Citronellol, Hydroxycitronellal, Coumarin, Citral, Geraniol, Amyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Benzyl Alcohol, Eugenol, Benzyl Benzoate, Disodium EDTA.', 'Mirto di Panarea Eau de Toilette:', 'Alcohol Denat., Fragrance, Water, Limonene, Linalool, Butylphenyl Methylpropional, Hexyl Cinnamal, Citronellol, Ethylhexyl Methoxycinnamate, Citral, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Coumarin, Geraniol, Eugenol, Amyl Cinnamal.', 'Chinotto di Liguria Eau de Toilette:', 'Alcohol Denat., Water, Fragrance, Limonene, Linalool, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Coumarin, Citral, Eugenol, Geraniol, Bht, Hydroxycitronellal, Citronellol, Benzyl Alcohol, Tocopherol.']",77,90,,0,0,1,0,0,"['Unisex/ Genderless Scent', 'Fresh Scent']",Mini Size,Fragrance,,0,,
P307804,Mirto di Panarea,5847,Acqua di Parma,5658,4.4359,39,1 oz/ 30 mL,Size + Concentration + Formulation,1 oz/ 30 mL,,"['Alcohol Denat., Aqua (Water), Parfum (Fragrance), Limonene, Linalool, Hexyl Cinnamal, Citronellol, Ethylhexyl Methoxycinnamate, Citral, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Coumarin, Geraniol, Bht, Eugenol, Tocopherol.']",84,,82,0,0,1,0,0,"['Unisex/ Genderless Scent', 'Fresh Scent']",Fragrance,Women,Perfume,1,214,210
P375388,Arancia di Capri,5847,Acqua di Parma,4812,3.9459,37,1oz/30mL,Size + Concentration + Formulation,1oz/30mL,,,84,,82,0,0,1,0,0,"['Unisex/ Genderless Scent', 'Fresh Scent']",Fragrance,Women,Perfume,0,,
P163604,Colonia,5847,Acqua di Parma,4157,4.2125,80,3.4 oz/ 100 mL,Size + Concentration + Formulation,3.4 oz/ 100 mL Eau de Cologne Spray,,"['Alcohol Denat., Aqua (Water), Parfum (Fragrance), Limonene, Hydroxycitronellal, Linalool, Citral, Benzyl Salicylate, Coumarin, Eugenol, Alpha-Isomethyl Ionone, Geraniol, Amyl Cinnamal, Evernia Prunastri (Oakmoss) Extract, Citronellol, Benzyl Benzoate, Bht, Benzyl Alcohol, Farnesol.']",181,,,0,0,1,0,0,"['Unisex/ Genderless Scent', 'Fresh Scent']",Fragrance,Men,Cologne,0,,
P252213,Magnolia Nobile,5847,Acqua di Parma,3378,4.2791,43,3.4 oz/ 101 mL,Size + Concentration + Formulation,3.4 oz/ 101 mL,,,210,,,0,0,1,1,0,,Fragrance,Women,Perfume,0,,
P456550,Yuzu Eau de Parfum,5847,Acqua di Parma,1953,4.6667,6,0.7 oz/ 20 mL,Size + Concentration + Formulation,0.7 oz/ 20 mL,,"['Alcohol Denat., Aqua (Water), Parfum (Fragrance), Limonene, Ethylhexyl Methoxycinnamate, Alpha-Isomethyl Ionone, Benzyl Salicylate, Linalool, Hexyl Cinnamal, Hydroxycitronellal, Butyl Methoxydibenzoylmethane,  Ethylhexyl Salicylate, Citral, Bht, Geraniol, Citronellol, Tocopherol.']",135,,,0,0,1,0,0,,Fragrance,Women,Perfume,0,,
P377678,Oud Eau de Parfum,5847,Acqua di Parma,1775,4.2632,19,3.4 oz/ 100 mL,Size,3.4 oz/ 100 mL,,"['Alcohol Denat., Fragrance, Water, Linalool, Limonene, Hexylcinnamal, Alpha-Isomethylionone, Citronellol, Hydroxycitronellal, Bht, Eugenol, Geraniol, Methyl2-Octynoate, Citral, Benzylalcohol, Tocopherol.']",295,,,0,0,1,0,0,,Fragrance,Men,Cologne,0,,
P269110,Colonia Essenza,5847,Acqua di Parma,1638,4.5333,15,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL,,"['Alcohol Denat., Water, Fragrance, Limonene, Hydroxycitronellal, Linalool, Ethylhexylmethoxycinnamate, Benzylsalicylate, Citral, Coumarin, Butylmethoxydibenzoylmethane, Ethylhexylsalicylate, Eugenol, Bht, Alpha-Isomethylionone, Geraniol, Benzylbenzoate, Amylcinnamal, Everniaprunastri (Oakmoss) Extract, Farnesol, Citronellol.']",130,,,0,0,1,0,0,,Fragrance,Men,Cologne,1,181,181
P448830,Buongiorno Diffuser,5847,Acqua di Parma,1162,4.625,8,6 oz/ 180 mL,,,,,112,,,0,0,1,0,0,,Fragrance,Candles & Home Scents,Diffusers,0,,
P380571,Colonia Alcohol-Free Deodorant,5847,Acqua di Parma,1023,3.2,10,2.5 oz/ 75 mL,Size,2.5 oz/ 75 mL,,"['Aqua (Water), Butylene Glycol, Glycerin, Sodium Stearate, Laureth-23, Parfum (Fragrance), Nylon-12, Ethylhexylglycerin, Limonene, Hydroxycitronellal, Linalool, Citral, Eugenol, Coumarin, Benzyl Alcohol, Benzyl Salicylate, Sodium Hydroxide, Amyl Cinnamal, Geraniol, Bht, Alpha-Isomethyl Ionone, Citronellol, Tocopherol.']",55,,,0,0,1,0,0,"['Stick Formula', 'Fresh Scent', 'Alcohol Free']",Bath & Body,Body Care,Deodorant & Antiperspirant,0,,
P422289,Colonia Pura,5847,Acqua di Parma,840,4.5714,7,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL Eau de Cologne Spray,,"['Alcohol Denat., Water, Fragrance, Limonene, Hexylcinnamal, Linalool, Alpha-Isomethylionone, Citral, Coumarin, Bht, Geraniol, Citronellol, Tocopherol.']",130,,,0,0,1,0,0,,Fragrance,Women,Perfume,1,181,181
P471525,Arancia di Capri Candle,5847,Acqua di Parma,601,,,7 oz/ 200 g,Size + Concentration + Formulation,7 oz/ 200 g 1-wick Candle,,,82,,,0,0,1,0,0,,Fragrance,Candles & Home Scents,Candles,0,,
P471526,Fico di Amalfi Candle,5847,Acqua di Parma,517,4,2,7 oz/ 200 g,Size + Concentration + Formulation,7 oz/ 200 g 1-wick Candle,,,82,,,0,0,1,0,0,,Fragrance,Candles & Home Scents,Candles,0,,
P460438,Aperitivo In Terrazza Diffuser,5847,Acqua di Parma,423,5,1,180 mL,,,,,112,,,0,0,1,0,0,,Fragrance,Candles & Home Scents,Diffusers,0,,
P448828,Luce di Colonia Diffuser,5847,Acqua di Parma,349,2.6667,3,6 oz/ 180 mL,,,,,112,,,0,0,1,0,0,,Fragrance,Candles & Home Scents,Diffusers,0,,
P457232,Baomint Deep Conditioning Treatment,6321,adwoa beauty,16947,4.5273,311,16 oz/ 453 g,Size,16 oz/ 453 g,,"['Water (Aqua), Butyrospermum Parkii (Shea Butter), Cocos Nucifera (Coconut) Oil, Behentrimonium Methosulfate, Cetearyl Alcohol, Cetyl Alcohol, Glycerin, Glyceryl Stearate, Adansonia Digitata (Baobab) Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Opuntia Ficus Indica (Prickly Pear) SeedOil, Cetyl Esters, Hydrolyzed Wheat Protein, Centrimonium Chloride, Biotin, Guar Hydroxypropyltrimonium Chloride, Cucurbita Pepo (Pumpkin) Seed Oil, Phthalates Free Fragrance, Caprylyl Glycol, Phenoxyethanol, Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Quaternium-80, Lavandula (Lavender) Spica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Menthol, Urtica Dioica (Nettle) Extract.']",39,,,0,0,0,0,1,"['Vegan', 'Clean at Sephora', 'All Hair Types', 'Coily Hair', 'Without Silicones', 'Good for: Flaky/Dry Scalp']",Hair,Hair Styling & Treatments,Hair Masks,1,15,15
P474806,Blue Tansy Reparative Mask,6321,adwoa beauty,14660,4.7581,492,16 oz/ 453 mg,Size,16 oz/ 453 mg,,"['Water (Aqua), Behentrimonium Methosulfate, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Cetyl Alcohol, Glycerin, Cetrimonium Chloride, Ricinus Communis (Castor) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Glyceryl Stearate, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Cetyl Esters, Moroccan Lava (Rhassoul) Clay, Hydrolyzed Quinoa Protein, Tanacetum Annuum (Blue Tansy) Flower Oil, Ulmus Rubra (Slippery Elm) Extract, Bambusa Vulgaris (Bamboo) Extract, Fragrance (Parfum), Macrocystis Pyrifera (Sea Kelp) Extract, Equisetum Arvense (Horsetail) Extract, Urtica Dioica (Nettle) Extract, Mangifera Indica (Mango) Seed Butter, Adansonia Digitata (Baobab) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate (Vitamin E), Arthrospira Platensis (Spirulina) Powder, Caprylyl Glycol, Phenoxyethanol.']",40,,,0,0,0,0,1,"['Good for: Damage', 'Good for: Color Care', 'Clean at Sephora', 'All Hair Types', 'Good for: Frizz', 'Without Silicones']",Hair,Hair Styling & Treatments,Hair Masks,0,,
P457233,Baomint Leave In Conditioning Styler,6321,adwoa beauty,13333,4.3472,144,14 oz/ 414 mL,Size,14 oz/ 414 mL,,"['Water (Aqua), Behentrimonium Methosulfate, Cetearyl Alcohol, Adansonia Digitata (Baobab) Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetyl Alcohol, Butyrospermum Parkii (Shea Butter), Aloe Barbadensis Leaf Juice, Glycerin, Opuntia Ficus Indica (Prickly Pear) SeedOil, Caprylic/Capric Triglyceride (Fractionated Coconut Oil), Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Guar Hydroxypropyltrimonium Chloride, Lavandula Spica (Lavender) Oil, Urtica Dioica (Nettle) Extract, Cucurbita Pepo (Pumpkin) Seed Oil, Phthalates Free Fragrance, Tocopheryl Acetate, Dehydroacetic Acid, Benzyl Alcohol, Silk Amino Acids, Vanilla Tahitensis (Vanilla) Fruit Oil.']",26,,,0,0,0,0,1,"['Clean at Sephora', 'All Hair Types', 'Curl-Enhancing', 'Coily Hair', 'Without Parabens']",Hair,Hair Styling & Treatments,Leave-In Conditioner,1,13,13
P474808,Blue Tansy Leave in Conditioning Styler,6321,adwoa beauty,11674,4.5762,210,14 oz/ 414 mL,Size,14 oz/ 414 mL,,"['Water (Aqua), Behentrimonium Methosulfate, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Ricinus Communis (Castor) Seed Oil, Butyrospermum Parkii (Shea Butter), Glycerin, Aloe Barbadensis Leaf Juice, Cetrimonium Chloride, Cetyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Tanacetum Annuum (Blue Tansy) Flower Oil, Bamboo Extract, Hydrolyzed Quinoa, Macrocystis pyrifera (Sea Kelp) extract, Ulmus rubra (slippery Elm) Extract, Equisetum Arvense (Horsetail) Extract, Adansonia Digitata (Baobab) Oil, Mangifera Indica (Mango) Seed Butter, Tocopheryl Acetate (Vitamin E), Fragrance, Guar Hydroxypropyltrimonium Chloride, Dehydroacetic Acid, Benzyl Alcohol.']",26,,,0,0,0,0,0,"['Good for: Damage', 'Vegan', 'Clean at Sephora', 'All Hair Types', 'Without Silicones', 'Increases Shine']",Hair,Hair Styling & Treatments,Leave-In Conditioner,0,,
P457234,Baomint Moisturizing Shampoo,6321,adwoa beauty,11122,4.1324,136,14 oz/ 414 mL,Size,14 oz/ 414 mL,,"['Water (Aqua), Aloe Barbadensis Leaf Juice, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Lauryl Glucoside, Sodium Lauroyl Lactylate, Glycerin, Adansonia Digitata (Baobab) Oil, Ricinus Communis (Jamaican Black Castor) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Phthalates Free Fragrance, Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Hydroxyethylcellulose, Polyquaternium-10, Dehydroacetic Acid, Benzyl Alcohol, Guar Hydroxypropyltrimonium Chloride, Opuntia Ficus Indica (Prickly Pear) SeedOil, Cucurbita Pepo (Pumpkin) Seed Oil, Lavandula (Lavender) Spica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Menthol, Urtica Dioica (Nettle) Extract, Citric Acid.']",24,,,0,0,0,0,1,"['Unisex/ Genderless Scent', 'Clean at Sephora', 'Coily Hair', 'Curly Hair', 'Without Sulfates SLS & SLES', 'Good for: Flaky/Dry Scalp']",Hair,Shampoo & Conditioner,Shampoo,1,12,12
P474804,Blue Tansy Clarifying Gel Shampoo,6321,adwoa beauty,10753,4.3109,193,14 oz/ 414 mL,Size,14 oz/ 414 mL,,"['Water (Aqua), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Decyl Glucoside, Glycerin, Cocamide DIPA, Polyquaternium-7, Simmondsia Chinensis (Jojoba) Seed Oil, Tanacetum Annuum (Blue Tansy) Flower Oil, Ulmus Rubra (Slippery Elm) Extract, Bambusa Vulgaris (Bamboo) Extract, Polyquaternium-10, Hydrolyzed Quinoa Protein, Fragrance (Parfum), Macrocystis Pyrifera (Sea Kelp) Extract, Cetrimonium Chloride, Equisetum Arvense (Horsetail) Extract, Tocopheryl Acetate (Vitamin E), Phenoxyethanol, Caprylyl Glycol, Panthenol, Citric Acid.']",25,,,0,0,0,0,0,"['Clean at Sephora', 'All Hair Types', 'Without Silicones', 'Without Sulfates SLS & SLES', 'Increases Shine', 'Good for: Oily Scalp']",Hair,Shampoo & Conditioner,Shampoo,0,,
P481372,Melonberry Hair Milk Leave-In Conditioner,6321,adwoa beauty,9921,4.3826,1265,6.8 oz / 200 mL,Size,6.8 oz / 200 mL,,"['Water (Aqua), Quaternium-91, Behentrimonium Chloride, Myristyl Myristate, Cetearyl Alcohol, Aloe Barbadensis Leaf Juice, Cetrimonium Chloride, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Simmondsia Chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Olea Europaea (Olive) Fruit Oil, Argania Spinosa Kernel Oil, Fragaria Ananassa (Strawberry) Seed Oil, Rubus Idaeus (Raspberry) Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Dehydroacetic Acid, Benzyl Alcohol, Fragrance (Parfum), Panthenol, Hibiscus Sabdariffa Flower Powder.']",24,,,0,0,0,0,1,"['Clean at Sephora', 'All Hair Types', 'Good for: Frizz', 'Good for: Dryness', 'Without Sulfates SLS & SLES', 'Increases Shine']",Hair,Hair Styling & Treatments,Leave-In Conditioner,0,,
P457237,Baomint Protect + Shine Oil Blend,6321,adwoa beauty,9757,4.5359,237,7.2 oz/ 213 mL,Size,7.2 oz/ 213 mL,,"['Glycine Soja (Soybean) Oil, Vitis Vinifera (Grape) Seed Oil, Olea Europaea (Olive) Oil, Caprylic/Capric Triglyceride (Fractionated Coconut Oil), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Helianthus Annuus (Sunflower) Seed Oil, Adansonia Digitata (Baobab) Oil, Punica Granatum (Pomegranate)Seed Oil, Fragrance, Tocopheryl Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Lavandula (Lavender) Spica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Menthol, Cymbopogon Schoenanthus (Lemongrass) Oil.']",24,,,0,0,0,0,1,"['Clean at Sephora', 'All Hair Types', 'Curly Hair', 'UV Protection', 'Increases Shine', 'Good for: Flaky/Dry Scalp']",Hair,Hair Styling & Treatments,Hair Oil,1,11,11
P457236,Baomint Moisturizing Curl Defining Cream,6321,adwoa beauty,9568,4.5635,252,16 oz/ 453 g,Size,16 oz/ 453 g,,"['Water (Aqua), Behentrimonium Methosulfate, Cetearyl Alcohol, Butyrospermum Parkii (Shea Butter), Beeswax, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Adansonia Digitata (Baobab) Oil, Honey, Glycerin, Glyceryl Stearate, Phthalates Free Fragrance, Opuntia Ficus Indica (Prickly Pear) SeedOil, Silk Amino Acids, Tocopheryl Acetate, Dehydroacetic Acid, Benzyl Alcohol, Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Lavandula (Lavender) Spica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Urtica Dioica (Nettle) Extract, Vanilla Tahitensis (Vanilla) Fruit Oil.']",32,,,0,0,0,0,1,"['Clean at Sephora', 'Good for: Volume', 'All Hair Types', 'Curl-Enhancing', 'Coily Hair', 'Strong Hold']",Hair,Hair Styling & Treatments,Hair Styling Products,1,14,14
P474807,Blue Tansy Treatment Serum,6321,adwoa beauty,9233,4.6465,215,2 oz/ 60 mL,Size,2 oz/ 60 mL,,"['Caprylic/Capric Triglyceride, Vitis Vinifera (Grape) Seed Oil, Agania Spinos (Argan) Kernel Oil, Ricinus Communis (Castor) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Tanacetum Annuum (Blue Tansy) Flower Oil, Tocopheryl Acetate (Vitamin E), Fragrance (Parfum).']",36,,,0,0,0,0,1,"['Heat Protection', 'Clean at Sephora', 'All Hair Types', 'Good for: Frizz', 'Without Silicones', 'Increases Shine']",Hair,Hair Styling & Treatments,Scalp Treatments,0,,
P457235,Baomint Moisturizing Curl Defining Gel,6321,adwoa beauty,7112,4.4188,234,16 oz/ 453 g,Size,16 oz/ 453 g,,"['Water (Aqua), Glycerin, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Adansonia Digitata (Baobab) Oil, Caprylic/Capric Triglyceride (Fractionated Coconut Oil), Butyrospermum Parkii (Shea Butter), Opuntia Ficus Indica (Prickly Pear) SeedOil, Phthalates Free Fragrance, Cucurbita Pepo (Pumpkin) Seed Oil, Acrylates Copolymer, Polyquaternium,-11, Xanthan Gum, Dehydroacetic Acid, Benzyl Alcohol, Carbomer, Aminomethyl Propanol, Lavandula (Lavender) Spica Oil, Gaultheria Procumbens (Wintergreen) Oil, Mentha Viridis (Spearmint) Leaf Oil, Mentha Piperita (Peppermint) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Urtica Dioica (Nettle) Extract.']",32,,,0,0,0,0,1,"['allure 2020 Best of Beauty Award Winner', 'Clean at Sephora', 'Curl-Enhancing', 'Coily Hair', 'Curly Hair', 'Strong Hold']",Hair,Hair Styling & Treatments,Hair Styling Products,1,14,14
P474805,Blue Tansy Reparative Conditioner,6321,adwoa beauty,6136,4.3495,186,14 oz/ 414 mL,Size,14 oz/ 414 mL,,"['Water, Glycerin, Stearyl Alcohol, Cetearyl Alcohol, Polysorbate-60, Behentrimonium Methosulfate, Cetyl Alcohol, Persea Gratissima (Avocado) Oil, Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Seed Oil, Tanacetum Annuum (Blue Tansy) Flower Oil, Ulmus Rubra (Slippery Elm) Extract, Bambusa Vulgaris (Bamboo) Extract, Mauritia Flexuosa (Buriti Seed) Oil, Argania Spinosa Kernel (Argan) Oil, Ricinus Communis (Castor) Seed Oil, Althaea Officinalis (Marshmallow) Root Extract, Hydrolyzed Quinoa Protein, Fragrance (Parfum), Macrocystis Pyrifera (Sea Kelp) Extract, Equisetum Arvense (Horsetail) Extract, Tocopheryl Acetate (Vitamin E), Guar Hydroxypropyltrimonium Chloride, Cetrimonium Chloride, Phenoxyethanol, Caprylyl Glycol, Arthrospira Platensis (Spirulina) Powder, Citric Acid.']",25,,,0,0,0,0,1,"['Good for: Damage', 'Good for: Color Care', 'Clean at Sephora', 'All Hair Types', 'Without Silicones', 'Increases Shine']",Hair,Shampoo & Conditioner,Conditioner,0,,
P473150,Mini Baomint Deep Conditioning Treatment,6321,adwoa beauty,4562,4.2,5,3.3 oz/ 94 g,Size,3.3 oz/ 94 g,,"['Water (Aqua), Butyrospermum Parkii (Shea Butter), Cocos Nucifera (Coconut) Oil, Behentrimonium Methosulfate, Cetearyl Alcohol, Cetyl Alcohol, Glycerin, Glyceryl Stearate, Adansonia Digitata (Baobab) Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Opuntia Ficus Indica (Prickly Pear) SeedOil, Cetyl Esters, Hydrolyzed Wheat Protein, Centrimonium Chloride, Biotin, Guar Hydroxypropyltrimonium Chloride, Cucurbita Pepo (Pumpkin) Seed Oil, Phthalates Free Fragrance, Caprylyl Glycol, Phenoxyethanol, Gaultheria Procumbens (Wintergreen) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Quaternium-80, Lavandula (Lavender) Spica Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Menthol, Urtica Dioica (Nettle) Extract.']",15,,,0,0,1,0,1,"['Vegan', 'Clean at Sephora', 'All Hair Types', 'Coily Hair', 'Without Silicones', 'Good for: Flaky/Dry Scalp']",Hair,Mini Size,,0,,
